"TIPO_REG";"VOLSER";"FSEQ";"DSNAME";"FLAG";"CRDATE";"EXDATE";"CRIT_NUM";"DIAS";"UNID_RET";"FILLER_X_100";"DEVCODE";"DEVTYPE";"COFRDSN";"FSQ";"VSQ";"FILLER_X_101";"MFL";"RELI";"RELS";"OWNER";"CATDSN";"VOLCNT";"CRTIME";"GDGACT";"FILLER_X_102";"PREVVOL";"NEXTVOL";"GDGPOS";"GDGNUM";"GDGAFM";"GDGOCCUP";"GDGLIM";"GDGCRIT";"FILLER_X_103"
"0x10";"GF0446";"0x0002";"F.DSNCAT.ARCHLOG1.A0000003                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115346F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0446";"0x0001";"F.DSNCAT.ARCHLOG1.B0000003                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115346F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0447";"0x0002";"F.DSNCAT.ARCHLOG2.A0000003                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115355F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0447";"0x0001";"F.DSNCAT.ARCHLOG2.B0000003                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115355F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0448";"0x0002";"F.DSNCAT.ARCHLOG1.A0000004                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115545F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0448";"0x0001";"F.DSNCAT.ARCHLOG1.B0000004                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115545F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0449";"0x0002";"F.DSNCAT.ARCHLOG2.A0000004                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115554F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0449";"0x0001";"F.DSNCAT.ARCHLOG2.B0000004                  ";"0x00";"0x0116137F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0115554F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0450";"0x0001";"F.CRIAV300.GF0450.F00001                    ";"0x00";"0x0116061F";"0x0000000F";"0x0052";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"GFSRECMX";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0103904F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0450";"0x0002";"F.CRIAV300.GF0450.F00002                    ";"0x00";"0x0116061F";"0x0000000F";"0x0052";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"GFSRECMX";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0103907F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0001";"F.ANDRE.TEST.F00001                         ";"0x00";"0x0113178F";"0x0000000F";"0x0052";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"ANDTEST1";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0100645F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0002";"F.ANDRE.TEST.F00002                         ";"0x00";"0x0113178F";"0x0000000F";"0x0052";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"TESTIEXD";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0103450F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0003";"F.ANDRE.TEST.F00003G                        ";"0x00";"0x0113178F";"0x0000000F";"0x0052";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0003";"0x0001";"0x00";"0x00";"0x00";"0x00";"TESTIEXD";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0120154F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0519";"0x0002";"F.DSNCAT.ARCHLOG1.A0000006                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173256F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0519";"0x0001";"F.DSNCAT.ARCHLOG1.B0000006                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173256F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0523";"0x0002";"F.DSNCAT.ARCHLOG2.A0000006                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173305F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0523";"0x0001";"F.DSNCAT.ARCHLOG2.B0000006                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173305F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0524";"0x0002";"F.DSNCAT.ARCHLOG1.A0000007                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173632F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0524";"0x0001";"F.DSNCAT.ARCHLOG1.B0000007                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173632F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0525";"0x0002";"F.DSNCAT.ARCHLOG2.A0000007                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0002";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173641F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0525";"0x0001";"F.DSNCAT.ARCHLOG2.B0000007                  ";"0x00";"0x0116173F";"0x0000000F";"0x000D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"DSNBMSTR";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173641F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x10";"GF0602";"0x0001";"F.BACKUP.GFS1B.DBM.D161019.DUMP             ";"0x00";"0x0116293F";"0x0000000F";"0x000F";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0001";"0x0001";"0x00";"0x00";"0x00";"0x00";"ADRDMP1 ";"ICFCAT1X.AFM.S01                            ";"0x0001";"0x0173643F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
"0x20";"GF0610";"0x0000";"HSM.OCDEMPTYT                               ";"0x00";"0x0124169F";"0x0000000C";"0x004D";"0x270F";"D";"0x0000000000";"0x78048081";"3490    ";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000";"0x0000";"0x0001";"0x00";"0x00";"0x00";"0x00";"DFHSM   ";"HSM.OCDS                                    ";"0x0001";"0x0100149F";"0x0000";"0x00000000";"      ";"      ";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000";"0x0000000000000000000000000000000000000000000000000000"
