"LD1_TIP";"LD1_VOL";"LD1_SEQ";"LD1_DSN";"LD1_FLG";"LD1_CRDT";"LD1_EXDT";"LD1_CRID";"LD1_DIAS";"LD1_URET";"LD1_FILLER";"LD1_DEVC";"LD1_DEVN";"LD1_DSC";"LD1_FSQ";"LD1_VSQ";"FILLER_X_100"
"0x10";"GF0235";"0x0006";"F.D301.DSNDB2.SYSUTILX.D2012219.H141630     ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000600010000";"0x0000";"DS";"0xD5E4E3C9D340C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010000000F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0235";"0x0009";"F.D301.DSNDB2.SYSUTILX.D2012219.H143908     ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000900010000";"0x0000";"DS";"0xD5E4E3C9D340C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010000000F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0235";"0x000C";"F.D301.DSNDB2.SYSUTILX.D2012219.H145928     ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000C00010000";"0x0000";"DS";"0xD5E4E3C9D340C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010000000F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0235";"0x000F";"F.D301.DSNDB2.SYSUTILX.D2012219.H182645     ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000F00010000";"0x0000";"DS";"0xD5E4E3C9D340C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010000000F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0235";"0x0001";"F.D301.DSNTST.TESTE.BACEN.F001              ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"TE";"0xE2E3D4C6F140C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010000000F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0235";"0x0002";"F.D301.DSNTST.TESTE.BACEN.F002              ";"0x00";"0x0112219F000000";"0x0F000C270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"JU";"0xC1D9C5E94040C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010162006F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0253";"0x0001";"F.TEST.JCLRET.NAOGDG                        ";"0x00";"0x0118092F012536";"0x5F004600B4C400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"TE";"0xE2E3D4C6F140C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010140300F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0261";"0x0001";"DANIEL.F.TESTE.OUTROCAT.F002                ";"0x00";"0x0114223F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"TE";"0xE2E3D4C6F240C3C1E3C1D3D6C74BC7C6E2E4E2C5D9E24BE2F0F040404040404040404040404040404040404040404040404000010170159F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0301";"0x0002";"F.DSNCAT.ARCHLOG1.A0000008                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173923F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0301";"0x0001";"F.DSNCAT.ARCHLOG1.B0000008                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173923F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0302";"0x0002";"F.DSNCAT.ARCHLOG2.A0000008                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173931F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0302";"0x0001";"F.DSNCAT.ARCHLOG2.B0000008                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173932F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0350";"0x0002";"F.DSNCAT.ARCHLOG1.A0000002                  ";"0x00";"0x0116055C000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"  ";"0x404040404040C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010085329F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0350";"0x0001";"F.DSNCAT.ARCHLOG1.B0000002                  ";"0x00";"0x0116055C000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"  ";"0x404040404040C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010085329F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0351";"0x0002";"F.DSNCAT.ARCHLOG2.A0000002                  ";"0x00";"0x0116055C000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"  ";"0x404040404040C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010085329F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0351";"0x0001";"F.DSNCAT.ARCHLOG2.B0000002                  ";"0x00";"0x0116055C000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"  ";"0x404040404040C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010085329F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0360";"0x0002";"F.DSNCAT.ARCHLOG1.A0000005                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115837F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0360";"0x0001";"F.DSNCAT.ARCHLOG1.B0000005                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115837F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0361";"0x0002";"F.DSNCAT.ARCHLOG2.A0000005                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115846F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0361";"0x0001";"F.DSNCAT.ARCHLOG2.B0000005                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115846F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0446";"0x0002";"F.DSNCAT.ARCHLOG1.A0000003                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115346F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0446";"0x0001";"F.DSNCAT.ARCHLOG1.B0000003                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115346F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0447";"0x0002";"F.DSNCAT.ARCHLOG2.A0000003                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115355F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0447";"0x0001";"F.DSNCAT.ARCHLOG2.B0000003                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115355F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0448";"0x0002";"F.DSNCAT.ARCHLOG1.A0000004                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115545F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0448";"0x0001";"F.DSNCAT.ARCHLOG1.B0000004                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115545F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0449";"0x0002";"F.DSNCAT.ARCHLOG2.A0000004                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115554F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0449";"0x0001";"F.DSNCAT.ARCHLOG2.B0000004                  ";"0x00";"0x0116137F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010115554F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0450";"0x0001";"F.CRIAV300.GF0450.F00001                    ";"0x00";"0x0116061F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"GF";"0xE2D9C5C3D4E7C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010103904F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0450";"0x0002";"F.CRIAV300.GF0450.F00002                    ";"0x00";"0x0116061F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"GF";"0xE2D9C5C3D4E7C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010103907F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0001";"F.ANDRE.TEST.F00001                         ";"0x00";"0x0113178F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"AN";"0xC4E3C5E2E3F1C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010100645F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0002";"F.ANDRE.TEST.F00002                         ";"0x00";"0x0113178F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"TE";"0xE2E3C9C5E7C4C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010103450F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0451";"0x0003";"F.ANDRE.TEST.F00003G                        ";"0x00";"0x0113178F000000";"0x0F0052270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000300010000";"0x0000";"TE";"0xE2E3C9C5E7C4C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010120154F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0519";"0x0002";"F.DSNCAT.ARCHLOG1.A0000006                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173256F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0519";"0x0001";"F.DSNCAT.ARCHLOG1.B0000006                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173256F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0523";"0x0002";"F.DSNCAT.ARCHLOG2.A0000006                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173305F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0523";"0x0001";"F.DSNCAT.ARCHLOG2.B0000006                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173305F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0524";"0x0002";"F.DSNCAT.ARCHLOG1.A0000007                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173632F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0524";"0x0001";"F.DSNCAT.ARCHLOG1.B0000007                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173632F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0525";"0x0002";"F.DSNCAT.ARCHLOG2.A0000007                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000200010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173641F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0525";"0x0001";"F.DSNCAT.ARCHLOG2.B0000007                  ";"0x00";"0x0116173F000000";"0x0F000D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"DS";"0xD5C2D4E2E3D9C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173641F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x10";"GF0602";"0x0001";"F.BACKUP.GFS1B.DBM.D161019.DUMP             ";"0x00";"0x0116293F000000";"0x0F000F270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000100010000";"0x0000";"AD";"0xD9C4D4D7F140C9C3C6C3C1E3F1E74BC1C6D44BE2F0F14040404040404040404040404040404040404040404040404040404000010173643F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
"0x20";"GF0610";"0x0000";"HSM.OCDEMPTYT                               ";"0x00";"0x0124169F000000";"0x0C004D270FC400";"0x0000";"0x0000";"�";"0x048081F3F4";"90  ";"0x4040000000000000";"0x0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000";"0x0000";"DF";"0xC8E2D4404040C8E2D44BD6C3C4E240404040404040404040404040404040404040404040404040404040404040404040404000010100149F0000000000004040404040404040404040400000000000000000000000000000000000000000000000000000000000000000000000000000"
